date,bennet,biden,bloomberg,buttigieg,gabbard,klobuchar,patrick,sanders,steyer,warren,yang
2020-02-11,0,18.0,0,10.0,0,10.0,0,25.0,0,13.0,0
2020-02-12,0,16.0,0,12.5,2.0,9.5,0,30.0,0,14.5,0
2020-02-13,0,16.0,0,12.5,2.0,9.5,0,30.0,0,14.5,0
2020-02-14,0,14.0,0,15.0,2.0,9.0,0,35.0,0,16.0,0
2020-02-15,0,14.0,0,15.0,2.0,9.0,0,35.0,0,16.0,0
2020-02-19,0,16.0,0,16.0,2.0,9.5,0,32.5,0,14.0,0
2020-02-20,0,16.0,0,16.0,2.0,9.5,0,32.5,0,14.0,0
2020-02-21,0,16.0,0,15.5,2.0,8.75,0,33.75,0,15.0,0
