Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,posemo,negemo,anx,anger,sad,tentat,certain,achieve,focuspast,focusfuture,work,money
biden.txt,1,277,84.30,64.11,19.71,45.67,18.47,18.77,57.76,2.53,1.44,1.08,0.00,0.72,1.08,0.36,1.81,3.25,0.00,3.97,1.44
sanders.txt,1,331,59.67,51.21,13.93,65.83,33.10,31.72,62.24,3.32,1.21,0.30,0.00,0.00,2.11,1.51,1.81,4.83,1.21,1.51,0.91
