date,bennet,biden,bloomberg,buttigieg,gabbard,klobuchar,patrick,sanders,steyer,warren,yang
2020-02-23,0,10.0,14.0,0,1.0,0,0,34.0,0,20.0,0
2020-02-24,0,10.5,12.5,0,1.0,0,0,30.5,0,17.5,0
2020-02-25,0,10.5,12.5,0,1.0,0,0,30.5,0,17.5,0
2020-02-28,0,18.0,16.0,0,2.0,0,0,32.0,0,21.0,0
2020-02-29,0,18.0,16.0,0,2.0,0,0,32.0,0,21.0,0
2020-03-01,0,18.0,16.0,0,2.0,0,0,32.0,0,21.0,0
2020-03-02,0,18.0,16.0,0,2.0,0,0,32.0,0,21.0,0
