date,bennet,biden,bloomberg,buttigieg,gabbard,klobuchar,patrick,sanders,steyer,warren,yang
2020-02-21,0,0,0,0,0,0,0,1,0,0,0
2020-02-23,0,0,0,0,0,0,0,1.5,0,0,0
2020-02-24,0,0.0,0,0,0,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0,0,6,0,0,0
2020-03-01,0,4,0,0,0,0,0,0,0,0,0
2020-03-02,0,4,0,0,0,0,0,0,0,0,0
2020-03-03,0,6,0,0,0,0,0,0,0,0,0
2020-03-05,0,0,0,0,0,0,0,1,0,0,0
