Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,posemo,negemo,anx,anger,sad,tentat,certain,achieve,focuspast,focusfuture,work,money
biden.txt,1,183,79.75,58.64,24.92,45.86,16.64,16.39,61.75,3.28,2.19,1.64,0.00,0.55,1.09,0.55,2.19,2.73,0.00,3.28,1.09
sanders.txt,1,210,60.73,61.26,8.75,84.54,35.00,29.52,61.43,3.81,0.48,0.00,0.00,0.00,1.43,1.90,1.90,5.24,1.43,1.90,0.95
