Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,posemo,negemo,anx,anger,sad,tentat,certain,achieve,focuspast,focusfuture,work,money
sanders.txt,1,465,90.51,65.87,16.97,45.52,27.35,27.96,53.76,3.66,2.58,0.00,1.08,0.86,1.29,1.51,1.94,1.94,0.43,0.22,0.22
biden.txt,1,322,71.39,54.93,1.25,61.10,21.47,17.70,60.87,4.35,2.48,0.31,1.24,0.31,0.93,0.93,2.17,2.48,0.00,2.48,1.55
